,name,rating,price,zip_code,categories,cuisine,borough
623,Noches Mexicanas,3.5,2,10455,Mexican,Mexican,The Bronx
624,Liebman's Kosher Delicatessen,4.0,2,10463,"Delis, Kosher",Kosher,The Bronx
625,Second Helping Glatt Kosher Food,3.5,2,10463,Delis,Kosher,The Bronx
626,Kai Fan Asian Cuisine,3.5,2,10463,"Kosher, Japanese, Chinese",Kosher,The Bronx
627,Riverdale Steak House,3.5,2,10471,"Steakhouses, Irish Pub",Kosher,The Bronx
628,Yo-Burger,4.0,2,10463,"Burgers, Vegetarian",Kosher,The Bronx
629,Corner Cafe & Bakery,3.0,2,10463,"Vegetarian, Bakeries, Kosher",Kosher,The Bronx
630,Carlos & Gabby's Riverdale,3.0,2,10471,"Mexican, Kosher, Barbeque",Kosher,The Bronx
631,Teitel Brothers,4.5,2,10458,"Grocery, Imported Food",Kosher,The Bronx
632,Blackstone Bar & Grill,4.0,2,10463,"Sports Bars, Burgers, Sandwiches",Kosher,The Bronx
633,Moss Cafe,3.5,2,10463,"Cafes, Kosher, New American",Kosher,The Bronx
634,Pizza Block,2.0,2,10471,"Pizza, Kosher, Sushi Bars",Kosher,The Bronx
635,Golan Heights,4.0,2,10033,"Middle Eastern, Kosher",Kosher,Manhattan
636,Leche Y Miel Restaurant,4.0,2,10463,"Comfort Food, Dominican, Juice Bars & Smoothies",Kosher,The Bronx
637,Burger Heights,4.0,2,10033,"Burgers, Fast Food, Hot Dogs",Kosher,Manhattan
638,Mario's Restaurant,4.0,2,10458,"Italian, Seafood",Kosher,The Bronx
639,S&S Cheesecake,4.5,2,10463,"Desserts, Bakeries, Kosher",Kosher,The Bronx
640,Louie's Dale Diner,3.5,2,10463,"Diners, Breakfast & Brunch, Burgers",Kosher,The Bronx
641,Kin'd,4.5,2,11366,Thai,Kosher,Queens
642,Cheburechnaya,4.0,2,11374,"Kosher, Russian, Uzbek",Kosher,Queens
643,Djerdan Burek Astoria,4.0,2,11106,"Turkish, Modern European",Kosher,Queens
644,Chop Chop,3.5,2,10033,"Kosher, Chinese, Sushi Bars",Kosher,Manhattan
645,Ravagh Persian Grill,4.0,2,10016,"Middle Eastern, Persian/Iranian, Mediterranean",Kosher,Manhattan
646,Dagon,4.0,3,10024,"Bars, Mediterranean, Tapas/Small Plates",Kosher,Manhattan
647,Jujube Tree,4.5,2,11103,"Vegan, Asian Fusion",Kosher,Queens
648,Taste of Samarkand,4.5,2,11374,"Uzbek, Kosher",Kosher,Queens
649,Trattoria L'incontro,4.5,3,11105,"Italian, Pizza, Salad",Kosher,Queens
